MEP_system,Image_ID,Ansatz,Fine-tune/Train_steps,E(Hartree)
Formamide,5,"Orbformer scratch, all structures",100000,-169.72239995219942
Formamide,6,"Orbformer scratch, all structures",100000,-169.70567086375289
Formamide,7,"Orbformer scratch, all structures",100000,-169.83010332625588
Formamide,8,"Orbformer scratch, all structures",100000,-169.85490859364654
Formamide,9,"Orbformer scratch, all structures",100000,-169.85833827009628
Formamide,10,"Orbformer scratch, all structures",100000,-169.85785363044096
Formamide,11,"Orbformer scratch, all structures",100000,-169.843203835413
Formamide,12,"Orbformer scratch, all structures",100000,-169.72981878123377
Formamide,13,"Orbformer scratch, all structures",100000,-169.68528241882697
Formamide,14,"Orbformer scratch, all structures",100000,-169.68644052459678
Formamide,15,"Orbformer scratch, all structures",100000,-169.686601933376
Formamide,16,"Orbformer scratch, all structures",100000,-169.68646640572106
Formamide,17,"Orbformer scratch, all structures",100000,-169.68682937851617
Formamide,18,"Orbformer scratch, all structures",100000,-169.68624013543666
Formamide,19,"Orbformer scratch, all structures",100000,-169.68630822583202
Formamide,0,"Orbformer fine-tune LAC (400k), all structures",250,-169.85124614961512
Formamide,1,"Orbformer fine-tune LAC (400k), all structures",250,-169.85702186347896
Formamide,2,"Orbformer fine-tune LAC (400k), all structures",250,-169.8546595721988
Formamide,3,"Orbformer fine-tune LAC (400k), all structures",250,-169.84703698112438
Formamide,4,"Orbformer fine-tune LAC (400k), all structures",250,-169.82536335025364
Formamide,5,"Orbformer fine-tune LAC (400k), all structures",250,-169.65249797118523
Formamide,6,"Orbformer fine-tune LAC (400k), all structures",250,-169.66300556797725
Formamide,7,"Orbformer fine-tune LAC (400k), all structures",250,-169.78960983459328
Formamide,8,"Orbformer fine-tune LAC (400k), all structures",250,-169.8119111216388
Formamide,9,"Orbformer fine-tune LAC (400k), all structures",250,-169.8177451212334
Formamide,10,"Orbformer fine-tune LAC (400k), all structures",250,-169.81570677984394
Formamide,11,"Orbformer fine-tune LAC (400k), all structures",250,-169.8042214708572
Formamide,12,"Orbformer fine-tune LAC (400k), all structures",250,-169.69019180622087
Formamide,13,"Orbformer fine-tune LAC (400k), all structures",250,-169.6454385120068
Formamide,14,"Orbformer fine-tune LAC (400k), all structures",250,-169.64651214827865
Formamide,15,"Orbformer fine-tune LAC (400k), all structures",250,-169.64894414794483
Formamide,16,"Orbformer fine-tune LAC (400k), all structures",250,-169.64881488912357
Formamide,17,"Orbformer fine-tune LAC (400k), all structures",250,-169.64862339930283
Formamide,18,"Orbformer fine-tune LAC (400k), all structures",250,-169.64684538833274
Formamide,19,"Orbformer fine-tune LAC (400k), all structures",250,-169.64679236421506
Formamide,0,"Orbformer fine-tune LAC (400k), all structures",1000,-169.865011302472
Formamide,1,"Orbformer fine-tune LAC (400k), all structures",1000,-169.86809637745435
Formamide,2,"Orbformer fine-tune LAC (400k), all structures",1000,-169.8655844624475
Formamide,3,"Orbformer fine-tune LAC (400k), all structures",1000,-169.856103123559
Formamide,4,"Orbformer fine-tune LAC (400k), all structures",1000,-169.8315638263715
Formamide,5,"Orbformer fine-tune LAC (400k), all structures",1000,-169.67170874007437
Formamide,6,"Orbformer fine-tune LAC (400k), all structures",1000,-169.67709867955162
Formamide,7,"Orbformer fine-tune LAC (400k), all structures",1000,-169.80943130240374
Formamide,8,"Orbformer fine-tune LAC (400k), all structures",1000,-169.8346305173542
Formamide,9,"Orbformer fine-tune LAC (400k), all structures",1000,-169.83884337243904
Formamide,10,"Orbformer fine-tune LAC (400k), all structures",1000,-169.8377548355332
Formamide,11,"Orbformer fine-tune LAC (400k), all structures",1000,-169.82153083803053
Formamide,12,"Orbformer fine-tune LAC (400k), all structures",1000,-169.69924294649329
Formamide,13,"Orbformer fine-tune LAC (400k), all structures",1000,-169.655382083589
Formamide,14,"Orbformer fine-tune LAC (400k), all structures",1000,-169.6573844198866
Formamide,15,"Orbformer fine-tune LAC (400k), all structures",1000,-169.65682055408928
Formamide,16,"Orbformer fine-tune LAC (400k), all structures",1000,-169.65599239542763
Formamide,17,"Orbformer fine-tune LAC (400k), all structures",1000,-169.6558284424947
Formamide,18,"Orbformer fine-tune LAC (400k), all structures",1000,-169.65544135268937
Formamide,19,"Orbformer fine-tune LAC (400k), all structures",1000,-169.65403838984108
Formamide,0,"Orbformer fine-tune LAC (400k), all structures",4000,-169.86888102698015
Formamide,1,"Orbformer fine-tune LAC (400k), all structures",4000,-169.8717326358049
Formamide,2,"Orbformer fine-tune LAC (400k), all structures",4000,-169.86815542118444
Formamide,3,"Orbformer fine-tune LAC (400k), all structures",4000,-169.85718322253956
Formamide,4,"Orbformer fine-tune LAC (400k), all structures",4000,-169.83274157571148
Formamide,5,"Orbformer fine-tune LAC (400k), all structures",4000,-169.68815607653468
Formamide,6,"Orbformer fine-tune LAC (400k), all structures",4000,-169.67703759857912
Formamide,7,"Orbformer fine-tune LAC (400k), all structures",4000,-169.80755536425602
Formamide,8,"Orbformer fine-tune LAC (400k), all structures",4000,-169.83179618901406
Formamide,9,"Orbformer fine-tune LAC (400k), all structures",4000,-169.83469273979534
Formamide,10,"Orbformer fine-tune LAC (400k), all structures",4000,-169.83443612841577
Formamide,11,"Orbformer fine-tune LAC (400k), all structures",4000,-169.82164418634042
Formamide,12,"Orbformer fine-tune LAC (400k), all structures",4000,-169.70586814496724
Formamide,13,"Orbformer fine-tune LAC (400k), all structures",4000,-169.65891705706383
Formamide,14,"Orbformer fine-tune LAC (400k), all structures",4000,-169.66130068510745
Formamide,15,"Orbformer fine-tune LAC (400k), all structures",4000,-169.66242868991034
Formamide,16,"Orbformer fine-tune LAC (400k), all structures",4000,-169.66065264177533
Formamide,17,"Orbformer fine-tune LAC (400k), all structures",4000,-169.66107261840338
Formamide,18,"Orbformer fine-tune LAC (400k), all structures",4000,-169.6604560502107
Formamide,19,"Orbformer fine-tune LAC (400k), all structures",4000,-169.65821279898003
Formamide,0,"Orbformer fine-tune LAC (400k), all structures",8000,-169.8686171820476
Formamide,1,"Orbformer fine-tune LAC (400k), all structures",8000,-169.87446248152145
Formamide,2,"Orbformer fine-tune LAC (400k), all structures",8000,-169.86993090648684
Formamide,3,"Orbformer fine-tune LAC (400k), all structures",8000,-169.8592763130466
Formamide,4,"Orbformer fine-tune LAC (400k), all structures",8000,-169.83589008718565
Formamide,5,"Orbformer fine-tune LAC (400k), all structures",8000,-169.6917099630672
Formamide,6,"Orbformer fine-tune LAC (400k), all structures",8000,-169.67440665517037
Formamide,7,"Orbformer fine-tune LAC (400k), all structures",8000,-169.80660976587396
Formamide,8,"Orbformer fine-tune LAC (400k), all structures",8000,-169.83257101509164
Formamide,9,"Orbformer fine-tune LAC (400k), all structures",8000,-169.83919463408867
Formamide,10,"Orbformer fine-tune LAC (400k), all structures",8000,-169.8383090161855
Formamide,11,"Orbformer fine-tune LAC (400k), all structures",8000,-169.8225596573151
Formamide,12,"Orbformer fine-tune LAC (400k), all structures",8000,-169.7090951043586
Formamide,13,"Orbformer fine-tune LAC (400k), all structures",8000,-169.66027987864533
Formamide,14,"Orbformer fine-tune LAC (400k), all structures",8000,-169.66344950687562
Formamide,15,"Orbformer fine-tune LAC (400k), all structures",8000,-169.6628150723772
Formamide,16,"Orbformer fine-tune LAC (400k), all structures",8000,-169.6624798779734
Formamide,17,"Orbformer fine-tune LAC (400k), all structures",8000,-169.66342234340917
Formamide,18,"Orbformer fine-tune LAC (400k), all structures",8000,-169.66136569264827
Formamide,19,"Orbformer fine-tune LAC (400k), all structures",8000,-169.65967122199325
Formamide,0,"Orbformer fine-tune LAC (400k), all structures",16000,-169.88115392055937
Formamide,1,"Orbformer fine-tune LAC (400k), all structures",16000,-169.88306368269946
Formamide,2,"Orbformer fine-tune LAC (400k), all structures",16000,-169.87945626118875
Formamide,3,"Orbformer fine-tune LAC (400k), all structures",16000,-169.86972646189741
Formamide,4,"Orbformer fine-tune LAC (400k), all structures",16000,-169.84849689538504
Formamide,5,"Orbformer fine-tune LAC (400k), all structures",16000,-169.7053672685248
Formamide,6,"Orbformer fine-tune LAC (400k), all structures",16000,-169.69049812817207
Formamide,7,"Orbformer fine-tune LAC (400k), all structures",16000,-169.81717126388372
Formamide,8,"Orbformer fine-tune LAC (400k), all structures",16000,-169.84202954319937
Formamide,9,"Orbformer fine-tune LAC (400k), all structures",16000,-169.84791508483272
Formamide,10,"Orbformer fine-tune LAC (400k), all structures",16000,-169.8463665179413
Formamide,11,"Orbformer fine-tune LAC (400k), all structures",16000,-169.8312845367236
Formamide,12,"Orbformer fine-tune LAC (400k), all structures",16000,-169.7165643274967
Formamide,13,"Orbformer fine-tune LAC (400k), all structures",16000,-169.67116235300216
Formamide,14,"Orbformer fine-tune LAC (400k), all structures",16000,-169.673308883696
Formamide,15,"Orbformer fine-tune LAC (400k), all structures",16000,-169.6751412018192
Formamide,16,"Orbformer fine-tune LAC (400k), all structures",16000,-169.6753919095631
Formamide,17,"Orbformer fine-tune LAC (400k), all structures",16000,-169.67426922915428
Formamide,18,"Orbformer fine-tune LAC (400k), all structures",16000,-169.67252121000067
Formamide,19,"Orbformer fine-tune LAC (400k), all structures",16000,-169.67109710722536
Formamide,0,"Orbformer fine-tune LAC (400k), all structures",32000,-169.89339027464425
Formamide,1,"Orbformer fine-tune LAC (400k), all structures",32000,-169.89423923975005
Formamide,2,"Orbformer fine-tune LAC (400k), all structures",32000,-169.88965609222933
Formamide,3,"Orbformer fine-tune LAC (400k), all structures",32000,-169.8797169208983
Formamide,4,"Orbformer fine-tune LAC (400k), all structures",32000,-169.85915466049298
Formamide,5,"Orbformer fine-tune LAC (400k), all structures",32000,-169.7205548054202
Formamide,6,"Orbformer fine-tune LAC (400k), all structures",32000,-169.7052591231738
Formamide,7,"Orbformer fine-tune LAC (400k), all structures",32000,-169.82822320415102
Formamide,8,"Orbformer fine-tune LAC (400k), all structures",32000,-169.8528989582597
Formamide,9,"Orbformer fine-tune LAC (400k), all structures",32000,-169.85591917742562
Formamide,10,"Orbformer fine-tune LAC (400k), all structures",32000,-169.85564919104658
Formamide,11,"Orbformer fine-tune LAC (400k), all structures",32000,-169.84137274932218
Formamide,12,"Orbformer fine-tune LAC (400k), all structures",32000,-169.72900359435621
Formamide,13,"Orbformer fine-tune LAC (400k), all structures",32000,-169.68192821778644
Formamide,14,"Orbformer fine-tune LAC (400k), all structures",32000,-169.68431392429713
Formamide,15,"Orbformer fine-tune LAC (400k), all structures",32000,-169.68603897738498
Formamide,16,"Orbformer fine-tune LAC (400k), all structures",32000,-169.6861040994656
Formamide,17,"Orbformer fine-tune LAC (400k), all structures",32000,-169.6846403562341
Formamide,18,"Orbformer fine-tune LAC (400k), all structures",32000,-169.6846106625475
Formamide,19,"Orbformer fine-tune LAC (400k), all structures",32000,-169.68505692014114
Formamide,0,"Orbformer fine-tune LAC (400k), all structures",48000,-169.8937926464061
Formamide,1,"Orbformer fine-tune LAC (400k), all structures",48000,-169.89451497062132
Formamide,2,"Orbformer fine-tune LAC (400k), all structures",48000,-169.89033846853292
Formamide,3,"Orbformer fine-tune LAC (400k), all structures",48000,-169.88130123268212
Formamide,4,"Orbformer fine-tune LAC (400k), all structures",48000,-169.86006846592218
Formamide,5,"Orbformer fine-tune LAC (400k), all structures",48000,-169.7214885264428
Formamide,6,"Orbformer fine-tune LAC (400k), all structures",48000,-169.70391024974253
Formamide,7,"Orbformer fine-tune LAC (400k), all structures",48000,-169.82855623023494
Formamide,8,"Orbformer fine-tune LAC (400k), all structures",48000,-169.85365365956767
Formamide,9,"Orbformer fine-tune LAC (400k), all structures",48000,-169.85599770506505
Formamide,10,"Orbformer fine-tune LAC (400k), all structures",48000,-169.85664551077775
Formamide,11,"Orbformer fine-tune LAC (400k), all structures",48000,-169.84149826539948
Formamide,12,"Orbformer fine-tune LAC (400k), all structures",48000,-169.7274075668637
Formamide,13,"Orbformer fine-tune LAC (400k), all structures",48000,-169.68144349572682
Formamide,14,"Orbformer fine-tune LAC (400k), all structures",48000,-169.6836733210514
Formamide,15,"Orbformer fine-tune LAC (400k), all structures",48000,-169.68580473487566
Formamide,16,"Orbformer fine-tune LAC (400k), all structures",48000,-169.68538319651825
Formamide,17,"Orbformer fine-tune LAC (400k), all structures",48000,-169.68534127153558
Formamide,18,"Orbformer fine-tune LAC (400k), all structures",48000,-169.68535159520115
Formamide,19,"Orbformer fine-tune LAC (400k), all structures",48000,-169.68383193383076
Formamide,0,"Orbformer fine-tune LAC (400k), all structures",64000,-169.89674306621427
Formamide,1,"Orbformer fine-tune LAC (400k), all structures",64000,-169.89652854149793
Formamide,2,"Orbformer fine-tune LAC (400k), all structures",64000,-169.89377766778043
Formamide,3,"Orbformer fine-tune LAC (400k), all structures",64000,-169.8842554018294
Formamide,4,"Orbformer fine-tune LAC (400k), all structures",64000,-169.86162872016013
Formamide,5,"Orbformer fine-tune LAC (400k), all structures",64000,-169.7251710778696
Formamide,6,"Orbformer fine-tune LAC (400k), all structures",64000,-169.7074078938353
Formamide,7,"Orbformer fine-tune LAC (400k), all structures",64000,-169.8312650777964
Formamide,8,"Orbformer fine-tune LAC (400k), all structures",64000,-169.8560678062494
Formamide,9,"Orbformer fine-tune LAC (400k), all structures",64000,-169.85998741848755
Formamide,10,"Orbformer fine-tune LAC (400k), all structures",64000,-169.85951615846278
Formamide,11,"Orbformer fine-tune LAC (400k), all structures",64000,-169.84413894630188
Formamide,12,"Orbformer fine-tune LAC (400k), all structures",64000,-169.7318681919216
Formamide,13,"Orbformer fine-tune LAC (400k), all structures",64000,-169.6849086014252
Formamide,14,"Orbformer fine-tune LAC (400k), all structures",64000,-169.68720999089416
Formamide,15,"Orbformer fine-tune LAC (400k), all structures",64000,-169.68808458364944
Formamide,16,"Orbformer fine-tune LAC (400k), all structures",64000,-169.68896706774677
Formamide,17,"Orbformer fine-tune LAC (400k), all structures",64000,-169.68941481563013
Formamide,18,"Orbformer fine-tune LAC (400k), all structures",64000,-169.68828963256544
Formamide,19,"Orbformer fine-tune LAC (400k), all structures",64000,-169.6881852567315
Formamide,0,"Orbformer fine-tune LAC (400k), all structures",80000,-169.89711521841528
Formamide,1,"Orbformer fine-tune LAC (400k), all structures",80000,-169.89726923924292
Formamide,2,"Orbformer fine-tune LAC (400k), all structures",80000,-169.89437201615135
Formamide,3,"Orbformer fine-tune LAC (400k), all structures",80000,-169.8851687258332
Formamide,4,"Orbformer fine-tune LAC (400k), all structures",80000,-169.86335640332138
Formamide,5,"Orbformer fine-tune LAC (400k), all structures",80000,-169.72614976395687
Formamide,6,"Orbformer fine-tune LAC (400k), all structures",80000,-169.7094012223508
Formamide,7,"Orbformer fine-tune LAC (400k), all structures",80000,-169.83280360385675
Formamide,8,"Orbformer fine-tune LAC (400k), all structures",80000,-169.8577316139789
Formamide,9,"Orbformer fine-tune LAC (400k), all structures",80000,-169.86128533459154
Formamide,10,"Orbformer fine-tune LAC (400k), all structures",80000,-169.8610256996247
Formamide,11,"Orbformer fine-tune LAC (400k), all structures",80000,-169.8467996056729
Formamide,12,"Orbformer fine-tune LAC (400k), all structures",80000,-169.7334202079272
Formamide,13,"Orbformer fine-tune LAC (400k), all structures",80000,-169.68608416784934
Formamide,14,"Orbformer fine-tune LAC (400k), all structures",80000,-169.68875992538042
Formamide,15,"Orbformer fine-tune LAC (400k), all structures",80000,-169.69030571612558
Formamide,16,"Orbformer fine-tune LAC (400k), all structures",80000,-169.6903353695779
Formamide,17,"Orbformer fine-tune LAC (400k), all structures",80000,-169.69024809704632
Formamide,18,"Orbformer fine-tune LAC (400k), all structures",80000,-169.69031527973098
Formamide,19,"Orbformer fine-tune LAC (400k), all structures",80000,-169.6888945495347
Formamide,0,"Orbformer fine-tune LAC (400k), all structures",100000,-169.89523932937828
Formamide,1,"Orbformer fine-tune LAC (400k), all structures",100000,-169.89510392927687
Formamide,2,"Orbformer fine-tune LAC (400k), all structures",100000,-169.8906026969449
Formamide,3,"Orbformer fine-tune LAC (400k), all structures",100000,-169.88164602251126
Formamide,4,"Orbformer fine-tune LAC (400k), all structures",100000,-169.86029793063173
Formamide,5,"Orbformer fine-tune LAC (400k), all structures",100000,-169.7240103395095
Formamide,6,"Orbformer fine-tune LAC (400k), all structures",100000,-169.70723197415816
Formamide,7,"Orbformer fine-tune LAC (400k), all structures",100000,-169.83146057891554
Formamide,8,"Orbformer fine-tune LAC (400k), all structures",100000,-169.8556696137735
Formamide,9,"Orbformer fine-tune LAC (400k), all structures",100000,-169.85879563993598
Formamide,10,"Orbformer fine-tune LAC (400k), all structures",100000,-169.85894290063112
Formamide,11,"Orbformer fine-tune LAC (400k), all structures",100000,-169.84432798326208
Formamide,12,"Orbformer fine-tune LAC (400k), all structures",100000,-169.73220294507595
Formamide,13,"Orbformer fine-tune LAC (400k), all structures",100000,-169.68524015433894
Formamide,14,"Orbformer fine-tune LAC (400k), all structures",100000,-169.6870588114614
Formamide,15,"Orbformer fine-tune LAC (400k), all structures",100000,-169.68806765204505
Formamide,16,"Orbformer fine-tune LAC (400k), all structures",100000,-169.68842229266465
Formamide,17,"Orbformer fine-tune LAC (400k), all structures",100000,-169.68867173276578
Formamide,18,"Orbformer fine-tune LAC (400k), all structures",100000,-169.6883629929746
Formamide,19,"Orbformer fine-tune LAC (400k), all structures",100000,-169.6885411558137
Formamide,0,"Psiformer scratch (large batch), single structures",10000,-169.87918864356146
Formamide,1,"Psiformer scratch (large batch), single structures",10000,-169.9013715862698
Formamide,2,"Psiformer scratch (large batch), single structures",10000,-169.8693648774889
Formamide,3,"Psiformer scratch (large batch), single structures",10000,-169.85502239292407
Formamide,4,"Psiformer scratch (large batch), single structures",10000,-169.83699797821046
Formamide,5,"Psiformer scratch (large batch), single structures",10000,-169.703647338113
Formamide,6,"Psiformer scratch (large batch), single structures",10000,-169.68642118496365
Formamide,7,"Psiformer scratch (large batch), single structures",10000,-169.80984492472984
Formamide,8,"Psiformer scratch (large batch), single structures",10000,-169.82323432413736
Formamide,9,"Psiformer scratch (large batch), single structures",10000,-169.8340925164333
Formamide,10,"Psiformer scratch (large batch), single structures",10000,-169.8347495101452
Formamide,11,"Psiformer scratch (large batch), single structures",10000,-169.82462009514703
Formamide,12,"Psiformer scratch (large batch), single structures",10000,-169.71542582309664
Formamide,13,"Psiformer scratch (large batch), single structures",10000,-169.65905986188727
Formamide,14,"Psiformer scratch (large batch), single structures",10000,-169.66835581992115
Formamide,15,"Psiformer scratch (large batch), single structures",10000,-169.66171544436278
Formamide,16,"Psiformer scratch (large batch), single structures",10000,-169.66373713460985
Formamide,17,"Psiformer scratch (large batch), single structures",10000,-169.6597884089152
Formamide,18,"Psiformer scratch (large batch), single structures",10000,-169.66346219247254
Formamide,19,"Psiformer scratch (large batch), single structures",10000,-169.66581093936497
Formamide,0,"Psiformer scratch (large batch), single structures",20000,-169.88155684068468
Formamide,1,"Psiformer scratch (large batch), single structures",20000,-169.88771573554146
Formamide,2,"Psiformer scratch (large batch), single structures",20000,-169.87741440889872
Formamide,3,"Psiformer scratch (large batch), single structures",20000,-169.8656706569767
Formamide,4,"Psiformer scratch (large batch), single structures",20000,-169.8501271311442
Formamide,5,"Psiformer scratch (large batch), single structures",20000,-169.71109174788623
Formamide,6,"Psiformer scratch (large batch), single structures",20000,-169.69574508088874
Formamide,7,"Psiformer scratch (large batch), single structures",20000,-169.81667479875352
Formamide,8,"Psiformer scratch (large batch), single structures",20000,-169.84344013044569
Formamide,9,"Psiformer scratch (large batch), single structures",20000,-169.8436649839613
Formamide,10,"Psiformer scratch (large batch), single structures",20000,-169.844210429879
Formamide,11,"Psiformer scratch (large batch), single structures",20000,-169.8350796661377
Formamide,12,"Psiformer scratch (large batch), single structures",20000,-169.71691644119727
Formamide,13,"Psiformer scratch (large batch), single structures",20000,-169.66815101246905
Formamide,14,"Psiformer scratch (large batch), single structures",20000,-169.67141959160963
Formamide,15,"Psiformer scratch (large batch), single structures",20000,-169.66630567153072
Formamide,16,"Psiformer scratch (large batch), single structures",20000,-169.67284700824396
Formamide,17,"Psiformer scratch (large batch), single structures",20000,-169.67309568513272
Formamide,18,"Psiformer scratch (large batch), single structures",20000,-169.6697701322747
Formamide,19,"Psiformer scratch (large batch), single structures",20000,-169.67245600307197
Formamide,0,"Psiformer scratch (large batch), single structures",30000,-169.89270218573677
Formamide,1,"Psiformer scratch (large batch), single structures",30000,-169.89167829461695
Formamide,2,"Psiformer scratch (large batch), single structures",30000,-169.88493508995904
Formamide,3,"Psiformer scratch (large batch), single structures",30000,-169.87961623975966
Formamide,4,"Psiformer scratch (large batch), single structures",30000,-169.85571583133273
Formamide,5,"Psiformer scratch (large batch), single structures",30000,-169.71738339657253
Formamide,6,"Psiformer scratch (large batch), single structures",30000,-169.70056211513943
Formamide,7,"Psiformer scratch (large batch), single structures",30000,-169.82596583472358
Formamide,8,"Psiformer scratch (large batch), single structures",30000,-169.84794094085694
Formamide,9,"Psiformer scratch (large batch), single structures",30000,-169.85012475068004
Formamide,10,"Psiformer scratch (large batch), single structures",30000,-169.8536838607788
Formamide,11,"Psiformer scratch (large batch), single structures",30000,-169.83989695631658
Formamide,12,"Psiformer scratch (large batch), single structures",30000,-169.72570600975885
Formamide,13,"Psiformer scratch (large batch), single structures",30000,-169.67756841385884
Formamide,14,"Psiformer scratch (large batch), single structures",30000,-169.67701267547312
Formamide,15,"Psiformer scratch (large batch), single structures",30000,-169.68185132430918
Formamide,16,"Psiformer scratch (large batch), single structures",30000,-169.68187578025413
Formamide,17,"Psiformer scratch (large batch), single structures",30000,-169.68147281120443
Formamide,18,"Psiformer scratch (large batch), single structures",30000,-169.6785622728136
Formamide,19,"Psiformer scratch (large batch), single structures",30000,-169.67830860816107
Formamide,0,"Psiformer scratch (large batch), single structures",50000,-169.8958678978814
Formamide,1,"Psiformer scratch (large batch), single structures",50000,-169.89853394741482
Formamide,2,"Psiformer scratch (large batch), single structures",50000,-169.89218332163492
Formamide,3,"Psiformer scratch (large batch), single structures",50000,-169.88399266899955
Formamide,4,"Psiformer scratch (large batch), single structures",50000,-169.86432031009443
Formamide,5,"Psiformer scratch (large batch), single structures",50000,-169.7267993434261
Formamide,6,"Psiformer scratch (large batch), single structures",50000,-169.70989933268228
Formamide,7,"Psiformer scratch (large batch), single structures",50000,-169.83102364488508
Formamide,8,"Psiformer scratch (large batch), single structures",50000,-169.85537439054127
Formamide,9,"Psiformer scratch (large batch), single structures",50000,-169.86014504241945
Formamide,10,"Psiformer scratch (large batch), single structures",50000,-169.85891372511122
Formamide,11,"Psiformer scratch (large batch), single structures",50000,-169.84631169637044
Formamide,12,"Psiformer scratch (large batch), single structures",50000,-169.7320710466173
Formamide,13,"Psiformer scratch (large batch), single structures",50000,-169.6839837502596
Formamide,14,"Psiformer scratch (large batch), single structures",50000,-169.68649180728485
Formamide,15,"Psiformer scratch (large batch), single structures",50000,-169.68625460879903
Formamide,16,"Psiformer scratch (large batch), single structures",50000,-169.68779261949328
Formamide,17,"Psiformer scratch (large batch), single structures",50000,-169.68787087334653
Formamide,18,"Psiformer scratch (large batch), single structures",50000,-169.68933448621962
Formamide,19,"Psiformer scratch (large batch), single structures",50000,-169.6881240624322
1-Propanol,0,"Orbformer scratch, single structures",250,-191.07297223575128
1-Propanol,1,"Orbformer scratch, single structures",250,-191.3432350213335
1-Propanol,2,"Orbformer scratch, single structures",250,-190.53469028991597
1-Propanol,3,"Orbformer scratch, single structures",250,-190.27036446341083
1-Propanol,4,"Orbformer scratch, single structures",250,-190.970603918017
1-Propanol,5,"Orbformer scratch, single structures",250,-190.61656368894072
1-Propanol,6,"Orbformer scratch, single structures",250,-190.3843595958707
1-Propanol,7,"Orbformer scratch, single structures",250,-191.0314370853575
1-Propanol,8,"Orbformer scratch, single structures",250,-190.94961007944303
1-Propanol,9,"Orbformer scratch, single structures",250,-190.4219678376399
1-Propanol,10,"Orbformer scratch, single structures",250,-189.7400786801403
1-Propanol,11,"Orbformer scratch, single structures",250,-190.24270213998474
1-Propanol,12,"Orbformer scratch, single structures",250,-190.65597001732678
1-Propanol,13,"Orbformer scratch, single structures",250,-190.30182234339088
1-Propanol,14,"Orbformer scratch, single structures",250,-190.72628203172368
1-Propanol,15,"Orbformer scratch, single structures",250,-190.60019676275056
1-Propanol,16,"Orbformer scratch, single structures",250,-190.2708182142527
1-Propanol,17,"Orbformer scratch, single structures",250,-190.53659263797107
1-Propanol,18,"Orbformer scratch, single structures",250,-190.7944013024289
1-Propanol,19,"Orbformer scratch, single structures",250,-190.5742036482183
1-Propanol,0,"Orbformer scratch, single structures",1000,-193.39419076521068
1-Propanol,1,"Orbformer scratch, single structures",1000,-192.79869774069826
1-Propanol,2,"Orbformer scratch, single structures",1000,-193.69406157858296
1-Propanol,3,"Orbformer scratch, single structures",1000,-193.14450935528103
1-Propanol,4,"Orbformer scratch, single structures",1000,-193.5474915974935
1-Propanol,5,"Orbformer scratch, single structures",1000,-193.39707863398883
1-Propanol,6,"Orbformer scratch, single structures",1000,-192.91585677422418
1-Propanol,7,"Orbformer scratch, single structures",1000,-193.5147976106876
1-Propanol,8,"Orbformer scratch, single structures",1000,-192.9022331057251
1-Propanol,9,"Orbformer scratch, single structures",1000,-193.51071694126713
1-Propanol,10,"Orbformer scratch, single structures",1000,-193.15619057640177
1-Propanol,11,"Orbformer scratch, single structures",1000,-193.34138449467522
1-Propanol,12,"Orbformer scratch, single structures",1000,-193.3338581295195
1-Propanol,13,"Orbformer scratch, single structures",1000,-192.30025030036697
1-Propanol,14,"Orbformer scratch, single structures",1000,-193.31615071597145
1-Propanol,15,"Orbformer scratch, single structures",1000,-193.35268177134458
1-Propanol,16,"Orbformer scratch, single structures",1000,-193.09151543071746
1-Propanol,17,"Orbformer scratch, single structures",1000,-193.096248641486
1-Propanol,18,"Orbformer scratch, single structures",1000,-193.1680332620142
1-Propanol,19,"Orbformer scratch, single structures",1000,-192.78003894195768
1-Propanol,0,"Orbformer scratch, single structures",4000,-194.12341895548502
1-Propanol,1,"Orbformer scratch, single structures",4000,-194.14036847601997
1-Propanol,2,"Orbformer scratch, single structures",4000,-194.16446530148227
1-Propanol,3,"Orbformer scratch, single structures",4000,-194.12566149224176
1-Propanol,4,"Orbformer scratch, single structures",4000,-194.12824734157985
1-Propanol,5,"Orbformer scratch, single structures",4000,-194.04204679960202
1-Propanol,6,"Orbformer scratch, single structures",4000,-193.9526507546913
1-Propanol,7,"Orbformer scratch, single structures",4000,-193.91671886613102
1-Propanol,8,"Orbformer scratch, single structures",4000,-193.96508308580187
1-Propanol,9,"Orbformer scratch, single structures",4000,-193.9705320265028
1-Propanol,10,"Orbformer scratch, single structures",4000,-193.97525093684874
1-Propanol,11,"Orbformer scratch, single structures",4000,-193.9444337000945
1-Propanol,12,"Orbformer scratch, single structures",4000,-191.9768808124177
1-Propanol,13,"Orbformer scratch, single structures",4000,-193.95485619099935
1-Propanol,14,"Orbformer scratch, single structures",4000,-193.95341413031684
1-Propanol,15,"Orbformer scratch, single structures",4000,-193.95344818578673
1-Propanol,16,"Orbformer scratch, single structures",4000,-193.98114125230578
1-Propanol,17,"Orbformer scratch, single structures",4000,-193.95810151254508
1-Propanol,18,"Orbformer scratch, single structures",4000,-193.56307267930774
1-Propanol,19,"Orbformer scratch, single structures",4000,-193.7263818235915
1-Propanol,0,"Orbformer scratch, single structures",8000,-194.20325971905893
1-Propanol,1,"Orbformer scratch, single structures",8000,-194.1902605556912
1-Propanol,2,"Orbformer scratch, single structures",8000,-194.22077543470596
1-Propanol,3,"Orbformer scratch, single structures",8000,-194.22206862725153
1-Propanol,4,"Orbformer scratch, single structures",8000,-194.1995429391345
1-Propanol,5,"Orbformer scratch, single structures",8000,-194.1139197760688
1-Propanol,6,"Orbformer scratch, single structures",8000,-194.0495678846571
