Ansatz,System,Fine-tune step,Geometry,E
orbformer_finetune_oc_100k,CN2H2,16000,7,-148.71674501770133+/-0
orbformer_finetune_oc_100k,CN2H2,16000,8,-148.65088345611295+/-0
orbformer_finetune_oc_100k,CN2H2,16000,9,-148.70724049333646+/-0
orbformer_finetune_oc_100k,CN2H2,32000,0,-148.6738299682617+/-0
orbformer_finetune_oc_100k,CN2H2,32000,1,-148.68465780105592+/-0
orbformer_finetune_oc_100k,CN2H2,32000,2,-148.7226323371887+/-0
orbformer_finetune_oc_100k,CN2H2,32000,3,-148.68958803863526+/-0
orbformer_finetune_oc_100k,CN2H2,32000,4,-148.7041814950855+/-0
orbformer_finetune_oc_100k,CN2H2,32000,5,-148.6641535583249+/-0
orbformer_finetune_oc_100k,CN2H2,32000,6,-148.6899061460031+/-0
orbformer_finetune_oc_100k,CN2H2,32000,7,-148.72051744066695+/-0
orbformer_finetune_oc_100k,CN2H2,32000,8,-148.6529119663065+/-0
orbformer_finetune_oc_100k,CN2H2,32000,9,-148.71034008994772+/-0
orbformer_finetune_oc_100k,CNH,0,0,-67.05799855892576+/-0
orbformer_finetune_oc_100k,CNH,0,1,-71.79883337759004+/-0
orbformer_finetune_oc_100k,CNH,0,2,-93.38605714187622+/-0
orbformer_finetune_oc_100k,CNH,0,3,-93.21526098535354+/-0
orbformer_finetune_oc_100k,CNH,0,4,-93.23057507855862+/-0
orbformer_finetune_oc_100k,CNH,0,5,-70.67855556032546+/-0
orbformer_finetune_oc_100k,CNH,0,6,-72.25700934384923+/-0
orbformer_finetune_oc_100k,CNH,0,7,-91.52190312589119+/-0
orbformer_finetune_oc_100k,CNH,0,8,-48.57612206861527+/-0
orbformer_finetune_oc_100k,CNH,0,9,-56.4748594551649+/-0
orbformer_finetune_oc_100k,CNH,250,0,-93.35991989250184+/-0
orbformer_finetune_oc_100k,CNH,250,1,-93.32849594207896+/-0
orbformer_finetune_oc_100k,CNH,250,2,-93.39032627754212+/-0
orbformer_finetune_oc_100k,CNH,250,3,-93.4073660572052+/-0
orbformer_finetune_oc_100k,CNH,250,4,-93.27325816440359+/-0
orbformer_finetune_oc_100k,CNH,250,5,-93.2641366717994+/-0
orbformer_finetune_oc_100k,CNH,250,6,-93.36260027329757+/-0
orbformer_finetune_oc_100k,CNH,250,7,-93.37934880790975+/-0
orbformer_finetune_oc_100k,CNH,250,8,-93.30833154665147+/-0
orbformer_finetune_oc_100k,CNH,250,9,-93.33874219827074+/-0
orbformer_finetune_oc_100k,CNH,1000,0,-93.38651433753968+/-0
orbformer_finetune_oc_100k,CNH,1000,1,-93.37874468078613+/-0
orbformer_finetune_oc_100k,CNH,1000,2,-93.3872459941864+/-0
orbformer_finetune_oc_100k,CNH,1000,3,-93.40846670532227+/-0
orbformer_finetune_oc_100k,CNH,1000,4,-93.27212761056988+/-0
orbformer_finetune_oc_100k,CNH,1000,5,-93.30755400150989+/-0
orbformer_finetune_oc_100k,CNH,1000,6,-93.39235195577656+/-0
orbformer_finetune_oc_100k,CNH,1000,7,-93.37926761259632+/-0
orbformer_finetune_oc_100k,CNH,1000,8,-93.39244369039871+/-0
orbformer_finetune_oc_100k,CNH,1000,9,-93.39639411595884+/-0
orbformer_finetune_oc_100k,CNH,4000,0,-93.39821134033203+/-0
orbformer_finetune_oc_100k,CNH,4000,1,-93.39007171440124+/-0
orbformer_finetune_oc_100k,CNH,4000,2,-93.39579291534424+/-0
orbformer_finetune_oc_100k,CNH,4000,3,-93.42038125540347+/-0
orbformer_finetune_oc_100k,CNH,4000,4,-93.28688843881281+/-0
orbformer_finetune_oc_100k,CNH,4000,5,-93.33391576462063+/-0
orbformer_finetune_oc_100k,CNH,4000,6,-93.40781192578305+/-0
orbformer_finetune_oc_100k,CNH,4000,7,-93.39913591252989+/-0
orbformer_finetune_oc_100k,CNH,4000,8,-93.40836534176795+/-0
orbformer_finetune_oc_100k,CNH,4000,9,-93.40745976109757+/-0
orbformer_finetune_oc_100k,CNH,8000,0,-93.40195166320801+/-0
orbformer_finetune_oc_100k,CNH,8000,1,-93.39402506179809+/-0
orbformer_finetune_oc_100k,CNH,8000,2,-93.39925891113282+/-0
orbformer_finetune_oc_100k,CNH,8000,3,-93.4227892501831+/-0
orbformer_finetune_oc_100k,CNH,8000,4,-93.29116805800618+/-0
orbformer_finetune_oc_100k,CNH,8000,5,-93.34025557402748+/-0
orbformer_finetune_oc_100k,CNH,8000,6,-93.41163392512583+/-0
orbformer_finetune_oc_100k,CNH,8000,7,-93.40228810451752+/-0
orbformer_finetune_oc_100k,CNH,8000,8,-93.41406847975448+/-0
orbformer_finetune_oc_100k,CNH,8000,9,-93.4115057166117+/-0
orbformer_finetune_oc_100k,CNH,16000,0,-93.40464907531738+/-0
orbformer_finetune_oc_100k,CNH,16000,1,-93.39669531021119+/-0
orbformer_finetune_oc_100k,CNH,16000,2,-93.40151103057862+/-0
orbformer_finetune_oc_100k,CNH,16000,3,-93.42450290260315+/-0
orbformer_finetune_oc_100k,CNH,16000,4,-93.29457982145934+/-0
orbformer_finetune_oc_100k,CNH,16000,5,-93.34239627897838+/-0
orbformer_finetune_oc_100k,CNH,16000,6,-93.41437466351162+/-0
orbformer_finetune_oc_100k,CNH,16000,7,-93.40429637830158+/-0
orbformer_finetune_oc_100k,CNH,16000,8,-93.41651603896352+/-0
orbformer_finetune_oc_100k,CNH,16000,9,-93.41338799254682+/-0
orbformer_finetune_oc_100k,CNH,32000,0,-93.40564114990234+/-0
orbformer_finetune_oc_100k,CNH,32000,1,-93.39701862411499+/-0
orbformer_finetune_oc_100k,CNH,32000,2,-93.40231791496277+/-0
orbformer_finetune_oc_100k,CNH,32000,3,-93.42570348052979+/-0
orbformer_finetune_oc_100k,CNH,32000,4,-93.29554931573483+/-0
orbformer_finetune_oc_100k,CNH,32000,5,-93.34399388693495+/-0
orbformer_finetune_oc_100k,CNH,32000,6,-93.41580005903066+/-0
orbformer_finetune_oc_100k,CNH,32000,7,-93.40528449075651+/-0
orbformer_finetune_oc_100k,CNH,32000,8,-93.41790113001778+/-0
orbformer_finetune_oc_100k,CNH,32000,9,-93.41524505691535+/-0
orbformer_finetune_oc_100k,CNOH,0,0,-167.555404705214+/-0
orbformer_finetune_oc_100k,CNOH,0,1,-150.1676782924336+/-0
orbformer_finetune_oc_100k,CNOH,0,2,-168.4841688634644+/-0
orbformer_finetune_oc_100k,CNOH,0,3,-168.12917316981773+/-0
orbformer_finetune_oc_100k,CNOH,0,4,-168.2146899736609+/-0
orbformer_finetune_oc_100k,CNOH,0,5,-167.55385131254056+/-0
orbformer_finetune_oc_100k,CNOH,0,6,-168.35891596548052+/-0
orbformer_finetune_oc_100k,CNOH,0,7,-167.91170173565038+/-0
orbformer_finetune_oc_100k,CNOH,0,8,-168.2284669408719+/-0
orbformer_finetune_oc_100k,CNOH,0,9,-168.0545126947742+/-0
orbformer_finetune_oc_100k,CNOH,250,0,-168.58266593017578+/-0
orbformer_finetune_oc_100k,CNOH,250,1,-168.57917945632934+/-0
orbformer_finetune_oc_100k,CNOH,250,2,-168.6207394126892+/-0
orbformer_finetune_oc_100k,CNOH,250,3,-168.54290142440797+/-0
orbformer_finetune_oc_100k,CNOH,250,4,-168.58267013539887+/-0
orbformer_finetune_oc_100k,CNOH,250,5,-168.5805004681997+/-0
orbformer_finetune_oc_100k,CNOH,250,6,-168.60466809503805+/-0
orbformer_finetune_oc_100k,CNOH,250,7,-168.5892715305321+/-0
orbformer_finetune_oc_100k,CNOH,250,8,-168.54679114838365+/-0
orbformer_finetune_oc_100k,CNOH,250,9,-168.61186475245424+/-0
orbformer_finetune_oc_100k,CNOH,1000,0,-168.59571209106446+/-0
orbformer_finetune_oc_100k,CNOH,1000,1,-168.58131684417725+/-0
orbformer_finetune_oc_100k,CNOH,1000,2,-168.626221333313+/-0
orbformer_finetune_oc_100k,CNOH,1000,3,-168.54981374980966+/-0
orbformer_finetune_oc_100k,CNOH,1000,4,-168.58396051058656+/-0
orbformer_finetune_oc_100k,CNOH,1000,5,-168.5884079161844+/-0
orbformer_finetune_oc_100k,CNOH,1000,6,-168.61283995519966+/-0
orbformer_finetune_oc_100k,CNOH,1000,7,-168.60714550849002+/-0
orbformer_finetune_oc_100k,CNOH,1000,8,-168.56672083223947+/-0
orbformer_finetune_oc_100k,CNOH,1000,9,-168.62011187767337+/-0
orbformer_finetune_oc_100k,CNOH,4000,0,-168.607259274292+/-0
orbformer_finetune_oc_100k,CNOH,4000,1,-168.59059721221925+/-0
orbformer_finetune_oc_100k,CNOH,4000,2,-168.63313033447267+/-0
orbformer_finetune_oc_100k,CNOH,4000,3,-168.56451157946648+/-0
orbformer_finetune_oc_100k,CNOH,4000,4,-168.59507189455542+/-0
orbformer_finetune_oc_100k,CNOH,4000,5,-168.6052763262858+/-0
orbformer_finetune_oc_100k,CNOH,4000,6,-168.61077120475898+/-0
orbformer_finetune_oc_100k,CNOH,4000,7,-168.61328539525732+/-0
orbformer_finetune_oc_100k,CNOH,4000,8,-168.56996534843304+/-0
orbformer_finetune_oc_100k,CNOH,4000,9,-168.62117552838495+/-0
orbformer_finetune_oc_100k,CNOH,8000,0,-168.61619467315674+/-0
orbformer_finetune_oc_100k,CNOH,8000,1,-168.59769956817627+/-0
orbformer_finetune_oc_100k,CNOH,8000,2,-168.640613671875+/-0
orbformer_finetune_oc_100k,CNOH,8000,3,-168.56225835647584+/-0
orbformer_finetune_oc_100k,CNOH,8000,4,-168.5979547031856+/-0
orbformer_finetune_oc_100k,CNOH,8000,5,-168.61278474766632+/-0
orbformer_finetune_oc_100k,CNOH,8000,6,-168.62549813434276+/-0
orbformer_finetune_oc_100k,CNOH,8000,7,-168.62361688488477+/-0
orbformer_finetune_oc_100k,CNOH,8000,8,-168.57873451148217+/-0
orbformer_finetune_oc_100k,CNOH,8000,9,-168.63599610540888+/-0
orbformer_finetune_oc_100k,CNOH,16000,0,-168.62459345474244+/-0
orbformer_finetune_oc_100k,CNOH,16000,1,-168.6098671989441+/-0
orbformer_finetune_oc_100k,CNOH,16000,2,-168.65240120162963+/-0
orbformer_finetune_oc_100k,CNOH,16000,3,-168.57787323684693+/-0
orbformer_finetune_oc_100k,CNOH,16000,4,-168.61086797854907+/-0
orbformer_finetune_oc_100k,CNOH,16000,5,-168.62237795498783+/-0
orbformer_finetune_oc_100k,CNOH,16000,6,-168.6325895945676+/-0
orbformer_finetune_oc_100k,CNOH,16000,7,-168.63143019745593+/-0
orbformer_finetune_oc_100k,CNOH,16000,8,-168.58739591343738+/-0
orbformer_finetune_oc_100k,CNOH,16000,9,-168.64281602873422+/-0
orbformer_finetune_oc_100k,CNOH,32000,0,-168.62800174713135+/-0
orbformer_finetune_oc_100k,CNOH,32000,1,-168.6164093887329+/-0
orbformer_finetune_oc_100k,CNOH,32000,2,-168.65698341140748+/-0
orbformer_finetune_oc_100k,CNOH,32000,3,-168.5831689201355+/-0
orbformer_finetune_oc_100k,CNOH,32000,4,-168.61597780435287+/-0
orbformer_finetune_oc_100k,CNOH,32000,5,-168.626427853448+/-0
orbformer_finetune_oc_100k,CNOH,32000,6,-168.63595590591908+/-0
orbformer_finetune_oc_100k,CNOH,32000,7,-168.63500603771644+/-0
orbformer_finetune_oc_100k,CNOH,32000,8,-168.59265963522623+/-0
orbformer_finetune_oc_100k,CNOH,32000,9,-168.64522000906146+/-0
orbformer_finetune_oc_100k,CO2,0,0,-188.3755891670227+/-0
orbformer_finetune_oc_100k,CO2,0,1,-188.05133260655606+/-0
orbformer_finetune_oc_100k,CO2,0,2,-188.0031335395813+/-0
orbformer_finetune_oc_100k,CO2,0,3,-188.27959411853135+/-0
orbformer_finetune_oc_100k,CO2,0,4,-188.12465254180944+/-0
orbformer_finetune_oc_100k,CO2,0,5,-188.34535381934066+/-0
orbformer_finetune_oc_100k,CO2,0,6,-187.856941395419+/-0
orbformer_finetune_oc_100k,CO2,0,7,-188.23191646831793+/-0
orbformer_finetune_oc_100k,CO2,0,8,-188.20341530241254+/-0
orbformer_finetune_oc_100k,CO2,0,9,-188.174567660206+/-0
orbformer_finetune_oc_100k,CO2,250,0,-188.490331657037+/-0
orbformer_finetune_oc_100k,CO2,250,1,-188.30367466954914+/-0
orbformer_finetune_oc_100k,CO2,250,2,-188.2492075859768+/-0
orbformer_finetune_oc_100k,CO2,250,3,-188.4022310279846+/-0
orbformer_finetune_oc_100k,CO2,250,4,-188.38730356775406+/-0
orbformer_finetune_oc_100k,CO2,250,5,-188.39625423158176+/-0
orbformer_finetune_oc_100k,CO2,250,6,-188.42571843634295+/-0
orbformer_finetune_oc_100k,CO2,250,7,-188.3888780712229+/-0
orbformer_finetune_oc_100k,CO2,250,8,-188.3836468012646+/-0
orbformer_finetune_oc_100k,CO2,250,9,-188.39044455067062+/-0
orbformer_finetune_oc_100k,CO2,1000,0,-188.50016739425658+/-0
orbformer_finetune_oc_100k,CO2,1000,1,-188.29826497802733+/-0
orbformer_finetune_oc_100k,CO2,1000,2,-188.25677582244873+/-0
orbformer_finetune_oc_100k,CO2,1000,3,-188.40230487976075+/-0
orbformer_finetune_oc_100k,CO2,1000,4,-188.40178848694632+/-0
orbformer_finetune_oc_100k,CO2,1000,5,-188.39575231248745+/-0
orbformer_finetune_oc_100k,CO2,1000,6,-188.44508535317513+/-0
orbformer_finetune_oc_100k,CO2,1000,7,-188.39134775265984+/-0
orbformer_finetune_oc_100k,CO2,1000,8,-188.38968985857326+/-0
orbformer_finetune_oc_100k,CO2,1000,9,-188.40189690432055+/-0
orbformer_finetune_oc_100k,CO2,4000,0,-188.51174623565674+/-0
orbformer_finetune_oc_100k,CO2,4000,1,-188.316051247406+/-0
orbformer_finetune_oc_100k,CO2,4000,2,-188.2721942062378+/-0
orbformer_finetune_oc_100k,CO2,4000,3,-188.4124290977478+/-0
orbformer_finetune_oc_100k,CO2,4000,4,-188.41883811542664+/-0
orbformer_finetune_oc_100k,CO2,4000,5,-188.4076427049807+/-0
orbformer_finetune_oc_100k,CO2,4000,6,-188.46220918589532+/-0
orbformer_finetune_oc_100k,CO2,4000,7,-188.40182279576015+/-0
orbformer_finetune_oc_100k,CO2,4000,8,-188.3998034759836+/-0
orbformer_finetune_oc_100k,CO2,4000,9,-188.41392860922647+/-0
orbformer_finetune_oc_100k,CO2,8000,0,-188.50781254119872+/-0
orbformer_finetune_oc_100k,CO2,8000,1,-188.32619010543823+/-0
orbformer_finetune_oc_100k,CO2,8000,2,-188.28180540618897+/-0
orbformer_finetune_oc_100k,CO2,8000,3,-188.4133782371521+/-0
orbformer_finetune_oc_100k,CO2,8000,4,-188.41952430873496+/-0
orbformer_finetune_oc_100k,CO2,8000,5,-188.40986596044513+/-0
orbformer_finetune_oc_100k,CO2,8000,6,-188.46380852596707+/-0
orbformer_finetune_oc_100k,CO2,8000,7,-188.4066972811226+/-0
orbformer_finetune_oc_100k,CO2,8000,8,-188.40418080351736+/-0
orbformer_finetune_oc_100k,CO2,8000,9,-188.4128294619623+/-0
orbformer_finetune_oc_100k,CO2,16000,0,-188.5220795654297+/-0
orbformer_finetune_oc_100k,CO2,16000,1,-188.33703222122193+/-0
orbformer_finetune_oc_100k,CO2,16000,2,-188.2884367340088+/-0
orbformer_finetune_oc_100k,CO2,16000,3,-188.42447366485595+/-0
orbformer_finetune_oc_100k,CO2,16000,4,-188.43382909044135+/-0
orbformer_finetune_oc_100k,CO2,16000,5,-188.41926426307887+/-0
orbformer_finetune_oc_100k,CO2,16000,6,-188.48132879284955+/-0
orbformer_finetune_oc_100k,CO2,16000,7,-188.4215467578799+/-0
orbformer_finetune_oc_100k,CO2,16000,8,-188.41518695250264+/-0
orbformer_finetune_oc_100k,CO2,16000,9,-188.42873166482298+/-0
orbformer_finetune_oc_100k,CO2,32000,0,-188.52657159194948+/-0
orbformer_finetune_oc_100k,CO2,32000,1,-188.34416002807617+/-0
orbformer_finetune_oc_100k,CO2,32000,2,-188.29642949829102+/-0
orbformer_finetune_oc_100k,CO2,32000,3,-188.42983260650635+/-0
orbformer_finetune_oc_100k,CO2,32000,4,-188.43999142553562+/-0
orbformer_finetune_oc_100k,CO2,32000,5,-188.42606076837046+/-0
orbformer_finetune_oc_100k,CO2,32000,6,-188.48752024850998+/-0
orbformer_finetune_oc_100k,CO2,32000,7,-188.42612673770284+/-0
orbformer_finetune_oc_100k,CO2,32000,8,-188.4214355189486+/-0
orbformer_finetune_oc_100k,CO2,32000,9,-188.43344338858935+/-0
orbformer_finetune_oc_100k,COH2,0,0,-112.46777681185834+/-0
orbformer_finetune_oc_100k,COH2,0,1,-110.99031721916992+/-0
orbformer_finetune_oc_100k,COH2,0,2,-54.28785822007132+/-0
orbformer_finetune_oc_100k,COH2,0,3,-114.31609261526748+/-0
orbformer_finetune_oc_100k,COH2,0,4,-114.38633497684405+/-0
orbformer_finetune_oc_100k,COH2,0,5,-114.35520242847164+/-0
orbformer_finetune_oc_100k,COH2,0,6,-85.41036245339865+/-0
orbformer_finetune_oc_100k,COH2,0,7,112.30638827547862+/-0
orbformer_finetune_oc_100k,COH2,0,8,-110.4082631945912+/-0
orbformer_finetune_oc_100k,COH2,0,9,-81.5656452352116+/-0
orbformer_finetune_oc_100k,COH2,250,0,-113.52494879914721+/-0
orbformer_finetune_oc_100k,COH2,250,1,-114.41945975181783+/-0
orbformer_finetune_oc_100k,COH2,250,2,-111.36478778195787+/-0
orbformer_finetune_oc_100k,COH2,250,3,-114.44233576126099+/-0
orbformer_finetune_oc_100k,COH2,250,4,-114.46750805176367+/-0
orbformer_finetune_oc_100k,COH2,250,5,-114.25421108587473+/-0
orbformer_finetune_oc_100k,COH2,250,6,-114.38837274810518+/-0
orbformer_finetune_oc_100k,COH2,250,7,-106.52507723509417+/-0
orbformer_finetune_oc_100k,COH2,250,8,-114.32068616656481+/-0
orbformer_finetune_oc_100k,COH2,250,9,-113.17139401662385+/-0
orbformer_finetune_oc_100k,COH2,1000,0,-114.39539603004455+/-0
orbformer_finetune_oc_100k,COH2,1000,1,-114.45756552931972+/-0
orbformer_finetune_oc_100k,COH2,1000,2,-114.44082244414108+/-0
orbformer_finetune_oc_100k,COH2,1000,3,-114.45655262794494+/-0
orbformer_finetune_oc_100k,COH2,1000,4,-114.47207410152306+/-0
orbformer_finetune_oc_100k,COH2,1000,5,-114.40711836050629+/-0
orbformer_finetune_oc_100k,COH2,1000,6,-114.43696790285377+/-0
orbformer_finetune_oc_100k,COH2,1000,7,-114.4334159022099+/-0
orbformer_finetune_oc_100k,COH2,1000,8,-114.45697330505756+/-0
orbformer_finetune_oc_100k,COH2,1000,9,-114.40588977258943+/-0
orbformer_finetune_oc_100k,COH2,4000,0,-114.43075332450867+/-0
orbformer_finetune_oc_100k,COH2,4000,1,-114.46380342140198+/-0
orbformer_finetune_oc_100k,COH2,4000,2,-114.46913970794678+/-0
orbformer_finetune_oc_100k,COH2,4000,3,-114.46077845726013+/-0
orbformer_finetune_oc_100k,COH2,4000,4,-114.47376196286316+/-0
orbformer_finetune_oc_100k,COH2,4000,5,-114.41105318510554+/-0
orbformer_finetune_oc_100k,COH2,4000,6,-114.43974040743053+/-0
orbformer_finetune_oc_100k,COH2,4000,7,-114.46340973321554+/-0
orbformer_finetune_oc_100k,COH2,4000,8,-114.46631209751834+/-0
orbformer_finetune_oc_100k,COH2,4000,9,-114.44682421237424+/-0
orbformer_finetune_oc_100k,COH2,8000,0,-114.44740312614441+/-0
orbformer_finetune_oc_100k,COH2,8000,1,-114.47034643745422+/-0
orbformer_finetune_oc_100k,COH2,8000,2,-114.48414694099426+/-0
orbformer_finetune_oc_100k,COH2,8000,3,-114.46744728622437+/-0
orbformer_finetune_oc_100k,COH2,8000,4,-114.48094423916753+/-0
orbformer_finetune_oc_100k,COH2,8000,5,-114.41806489967443+/-0
orbformer_finetune_oc_100k,COH2,8000,6,-114.44748573831585+/-0
orbformer_finetune_oc_100k,COH2,8000,7,-114.47804882423992+/-0
orbformer_finetune_oc_100k,COH2,8000,8,-114.47448579124575+/-0
orbformer_finetune_oc_100k,COH2,8000,9,-114.4649930821024+/-0
orbformer_finetune_oc_100k,COH2,16000,0,-114.45121212654114+/-0
orbformer_finetune_oc_100k,COH2,16000,1,-114.47454975967408+/-0
orbformer_finetune_oc_100k,COH2,16000,2,-114.48760187187195+/-0
orbformer_finetune_oc_100k,COH2,16000,3,-114.47120874824525+/-0
orbformer_finetune_oc_100k,COH2,16000,4,-114.48721275861767+/-0
orbformer_finetune_oc_100k,COH2,16000,5,-114.4246555940468+/-0
orbformer_finetune_oc_100k,COH2,16000,6,-114.45220424320776+/-0
orbformer_finetune_oc_100k,COH2,16000,7,-114.48200108331527+/-0
orbformer_finetune_oc_100k,COH2,16000,8,-114.47946724489648+/-0
orbformer_finetune_oc_100k,COH2,16000,9,-114.46854906781266+/-0
orbformer_finetune_oc_100k,COH2,32000,0,-114.45313484268189+/-0
orbformer_finetune_oc_100k,COH2,32000,1,-114.47592242431641+/-0
orbformer_finetune_oc_100k,COH2,32000,2,-114.49050925011149+/-0
orbformer_finetune_oc_100k,COH2,32000,3,-114.47234833450318+/-0
orbformer_finetune_oc_100k,COH2,32000,4,-114.48833340562292+/-0
orbformer_finetune_oc_100k,COH2,32000,5,-114.42586225266159+/-0
orbformer_finetune_oc_100k,COH2,32000,6,-114.45432109557137+/-0
orbformer_finetune_oc_100k,COH2,32000,7,-114.48480450298149+/-0
orbformer_finetune_oc_100k,COH2,32000,8,-114.4798833116649+/-0
orbformer_finetune_oc_100k,COH2,32000,9,-114.47086783415891+/-0
orbformer_finetune_oc_200k,C2H4,0,0,-77.59855772259866+/-0
orbformer_finetune_oc_200k,C2H4,0,1,-78.55236003227233+/-0
orbformer_finetune_oc_200k,C2H4,0,2,-78.49870036201477+/-0
orbformer_finetune_oc_200k,C2H4,0,3,-77.90394264475474+/-0
orbformer_finetune_oc_200k,C2H4,0,4,-78.50111051937846+/-0
orbformer_finetune_oc_200k,C2H4,0,5,-78.51521267011837+/-0
orbformer_finetune_oc_200k,C2H4,0,6,-78.49910600197673+/-0
orbformer_finetune_oc_200k,C2H4,0,7,-78.44521849963348+/-0
orbformer_finetune_oc_200k,C2H4,0,8,-78.37522615176557+/-0
orbformer_finetune_oc_200k,C2H4,0,9,-78.53181600966494+/-0
orbformer_finetune_oc_200k,C2H4,250,0,-78.54184786491395+/-0
orbformer_finetune_oc_200k,C2H4,250,1,-78.55718055496216+/-0
orbformer_finetune_oc_200k,C2H4,250,2,-78.5088240940094+/-0
orbformer_finetune_oc_200k,C2H4,250,3,-78.47741451339722+/-0
orbformer_finetune_oc_200k,C2H4,250,4,-78.50261355955676+/-0
orbformer_finetune_oc_200k,C2H4,250,5,-78.51738382970174+/-0
orbformer_finetune_oc_200k,C2H4,250,6,-78.52177451440016+/-0
orbformer_finetune_oc_200k,C2H4,250,7,-78.52851200184826+/-0
orbformer_finetune_oc_200k,C2H4,250,8,-78.51983249739463+/-0
orbformer_finetune_oc_200k,C2H4,250,9,-78.53131972361665+/-0
orbformer_finetune_oc_200k,C2H4,1000,0,-78.54674811286927+/-0
orbformer_finetune_oc_200k,C2H4,1000,1,-78.55789676322937+/-0
orbformer_finetune_oc_200k,C2H4,1000,2,-78.51032054519654+/-0
orbformer_finetune_oc_200k,C2H4,1000,3,-78.48218364601135+/-0
orbformer_finetune_oc_200k,C2H4,1000,4,-78.504194606703+/-0
orbformer_finetune_oc_200k,C2H4,1000,5,-78.51954142125442+/-0
orbformer_finetune_oc_200k,C2H4,1000,6,-78.52819354262697+/-0
orbformer_finetune_oc_200k,C2H4,1000,7,-78.53452388424475+/-0
orbformer_finetune_oc_200k,C2H4,1000,8,-78.52564554818214+/-0
orbformer_finetune_oc_200k,C2H4,1000,9,-78.53137803824022+/-0
orbformer_finetune_oc_200k,C2H4,4000,0,-78.54627568473816+/-0
orbformer_finetune_oc_200k,C2H4,4000,1,-78.56166187019348+/-0
orbformer_finetune_oc_200k,C2H4,4000,2,-78.5102872215271+/-0
orbformer_finetune_oc_200k,C2H4,4000,3,-78.4845457824707+/-0
orbformer_finetune_oc_200k,C2H4,4000,4,-78.5058365314506+/-0
orbformer_finetune_oc_200k,C2H4,4000,5,-78.52129566355332+/-0
orbformer_finetune_oc_200k,C2H4,4000,6,-78.53086341260118+/-0
orbformer_finetune_oc_200k,C2H4,4000,7,-78.53649082486167+/-0
orbformer_finetune_oc_200k,C2H4,4000,8,-78.52452966014985+/-0
orbformer_finetune_oc_200k,C2H4,4000,9,-78.53294723278785+/-0
orbformer_finetune_oc_200k,C2H4,8000,0,-78.55558298454285+/-0
orbformer_finetune_oc_200k,C2H4,8000,1,-78.56582529945373+/-0
orbformer_finetune_oc_200k,C2H4,8000,2,-78.51412811851502+/-0
orbformer_finetune_oc_200k,C2H4,8000,3,-78.49027793884278+/-0
orbformer_finetune_oc_200k,C2H4,8000,4,-78.5107691427357+/-0
orbformer_finetune_oc_200k,C2H4,8000,5,-78.52586683518136+/-0
orbformer_finetune_oc_200k,C2H4,8000,6,-78.53441664240195+/-0
orbformer_finetune_oc_200k,C2H4,8000,7,-78.54010269292456+/-0
orbformer_finetune_oc_200k,C2H4,8000,8,-78.5301798837568+/-0
orbformer_finetune_oc_200k,C2H4,8000,9,-78.53671179572181+/-0
orbformer_finetune_oc_200k,C2H4,16000,0,-78.55976334190369+/-0
orbformer_finetune_oc_200k,C2H4,16000,1,-78.56819374084472+/-0
orbformer_finetune_oc_200k,C2H4,16000,2,-78.51901685714722+/-0
orbformer_finetune_oc_200k,C2H4,16000,3,-78.49700111122131+/-0
orbformer_finetune_oc_200k,C2H4,16000,4,-78.51415916971996+/-0
orbformer_finetune_oc_200k,C2H4,16000,5,-78.52936437105059+/-0
orbformer_finetune_oc_200k,C2H4,16000,6,-78.53850218489013+/-0
orbformer_finetune_oc_200k,C2H4,16000,7,-78.5445778091059+/-0
orbformer_finetune_oc_200k,C2H4,16000,8,-78.53472501447838+/-0
orbformer_finetune_oc_200k,C2H4,16000,9,-78.54004386873623+/-0
orbformer_finetune_oc_200k,C2H4,32000,0,-78.56080295677185+/-0
orbformer_finetune_oc_200k,C2H4,32000,1,-78.56955107955933+/-0
orbformer_finetune_oc_200k,C2H4,32000,2,-78.52047816429138+/-0
orbformer_finetune_oc_200k,C2H4,32000,3,-78.49828657455444+/-0
orbformer_finetune_oc_200k,C2H4,32000,4,-78.51576459667099+/-0
orbformer_finetune_oc_200k,C2H4,32000,5,-78.53085344010242+/-0
orbformer_finetune_oc_200k,C2H4,32000,6,-78.53982007037973+/-0
orbformer_finetune_oc_200k,C2H4,32000,7,-78.5459147785728+/-0
orbformer_finetune_oc_200k,C2H4,32000,8,-78.53624168187693+/-0
orbformer_finetune_oc_200k,C2H4,32000,9,-78.54176623221099+/-0
orbformer_finetune_oc_200k,C3H4,0,0,-115.4821944103241+/-0
orbformer_finetune_oc_200k,C3H4,0,1,-116.21531997199246+/-0
orbformer_finetune_oc_200k,C3H4,0,2,-115.29486253041496+/-0
orbformer_finetune_oc_200k,C3H4,0,3,-115.45794107244625+/-0
orbformer_finetune_oc_200k,C3H4,0,4,-116.24373693195052+/-0
orbformer_finetune_oc_200k,C3H4,0,5,-115.71543832638285+/-0
orbformer_finetune_oc_200k,C3H4,0,6,-115.47541281988725+/-0
orbformer_finetune_oc_200k,C3H4,0,7,-116.23346507877962+/-0
orbformer_finetune_oc_200k,C3H4,0,8,-114.49657967962345+/-0
orbformer_finetune_oc_200k,C3H4,0,9,-116.31890549475175+/-0
orbformer_finetune_oc_200k,C3H4,250,0,-116.57216160850525+/-0
orbformer_finetune_oc_200k,C3H4,250,1,-116.56313893814087+/-0
orbformer_finetune_oc_200k,C3H4,250,2,-116.53586083421229+/-0
