Ansatz,System,Fine-tune step,Geometry,E
orbformer_finetune_tm_128k,C3H4,1000,2,-116.55600243988037+/-0
orbformer_finetune_tm_128k,C3H4,1000,3,-116.58529424667358+/-0
orbformer_finetune_tm_128k,C3H4,1000,4,-116.54833263094125+/-0
orbformer_finetune_tm_128k,C3H4,1000,5,-116.58004621384329+/-0
orbformer_finetune_tm_128k,C3H4,1000,6,-116.54190526642115+/-0
orbformer_finetune_tm_128k,C3H4,1000,7,-116.56794569274057+/-0
orbformer_finetune_tm_128k,C3H4,1000,8,-116.49281218110657+/-0
orbformer_finetune_tm_128k,C3H4,1000,9,-116.5938619775216+/-0
orbformer_finetune_tm_128k,C3H4,4000,0,-116.59902274742126+/-0
orbformer_finetune_tm_128k,C3H4,4000,1,-116.587451644516+/-0
orbformer_finetune_tm_128k,C3H4,4000,2,-116.56259795951843+/-0
orbformer_finetune_tm_128k,C3H4,4000,3,-116.59035444908142+/-0
orbformer_finetune_tm_128k,C3H4,4000,4,-116.55733181327645+/-0
orbformer_finetune_tm_128k,C3H4,4000,5,-116.58566469468798+/-0
orbformer_finetune_tm_128k,C3H4,4000,6,-116.55099087161084+/-0
orbformer_finetune_tm_128k,C3H4,4000,7,-116.57421762880442+/-0
orbformer_finetune_tm_128k,C3H4,4000,8,-116.5060627705837+/-0
orbformer_finetune_tm_128k,C3H4,4000,9,-116.60399553444114+/-0
orbformer_finetune_tm_128k,C3H4,8000,0,-116.60213415565491+/-0
orbformer_finetune_tm_128k,C3H4,8000,1,-116.58838362617493+/-0
orbformer_finetune_tm_128k,C3H4,8000,2,-116.56588125495911+/-0
orbformer_finetune_tm_128k,C3H4,8000,3,-116.59195654830933+/-0
orbformer_finetune_tm_128k,C3H4,8000,4,-116.55869251172825+/-0
orbformer_finetune_tm_128k,C3H4,8000,5,-116.58747012820612+/-0
orbformer_finetune_tm_128k,C3H4,8000,6,-116.55219729828045+/-0
orbformer_finetune_tm_128k,C3H4,8000,7,-116.57490748263304+/-0
orbformer_finetune_tm_128k,C3H4,8000,8,-116.51056769953118+/-0
orbformer_finetune_tm_128k,C3H4,8000,9,-116.60835495323214+/-0
orbformer_finetune_tm_128k,C3H4,16000,0,-116.60517429962158+/-0
orbformer_finetune_tm_128k,C3H4,16000,1,-116.59301976127624+/-0
orbformer_finetune_tm_128k,C3H4,16000,2,-116.56898682289123+/-0
orbformer_finetune_tm_128k,C3H4,16000,3,-116.59567704849243+/-0
orbformer_finetune_tm_128k,C3H4,16000,4,-116.56439334646787+/-0
orbformer_finetune_tm_128k,C3H4,16000,5,-116.59222389105601+/-0
orbformer_finetune_tm_128k,C3H4,16000,6,-116.55580906126013+/-0
orbformer_finetune_tm_128k,C3H4,16000,7,-116.57834300749766+/-0
orbformer_finetune_tm_128k,C3H4,16000,8,-116.51559180652562+/-0
orbformer_finetune_tm_128k,C3H4,16000,9,-116.61223549952041+/-0
orbformer_finetune_tm_128k,C3H4,32000,0,-116.60875038871765+/-0
orbformer_finetune_tm_128k,C3H4,32000,1,-116.59673012962341+/-0
orbformer_finetune_tm_128k,C3H4,32000,2,-116.5726285484314+/-0
orbformer_finetune_tm_128k,C3H4,32000,3,-116.598639761734+/-0
orbformer_finetune_tm_128k,C3H4,32000,4,-116.56760450022013+/-0
orbformer_finetune_tm_128k,C3H4,32000,5,-116.59503994334239+/-0
orbformer_finetune_tm_128k,C3H4,32000,6,-116.5599706762224+/-0
orbformer_finetune_tm_128k,C3H4,32000,7,-116.58169978010314+/-0
orbformer_finetune_tm_128k,C3H4,32000,8,-116.51893518247394+/-0
orbformer_finetune_tm_128k,C3H4,32000,9,-116.61620926802154+/-0
orbformer_finetune_tm_128k,CN2H2,0,0,-147.4319670931814+/-0
orbformer_finetune_tm_128k,CN2H2,0,1,-147.62924378636575+/-0
orbformer_finetune_tm_128k,CN2H2,0,2,-147.8448060182686+/-0
orbformer_finetune_tm_128k,CN2H2,0,3,-147.7242228933952+/-0
orbformer_finetune_tm_128k,CN2H2,0,4,-147.82615707019153+/-0
orbformer_finetune_tm_128k,CN2H2,0,5,-147.67047186600578+/-0
orbformer_finetune_tm_128k,CN2H2,0,6,-148.04010286584295+/-0
orbformer_finetune_tm_128k,CN2H2,0,7,-147.8101374169536+/-0
orbformer_finetune_tm_128k,CN2H2,0,8,-147.82334721068042+/-0
orbformer_finetune_tm_128k,CN2H2,0,9,-147.70563881503782+/-0
orbformer_finetune_tm_128k,CN2H2,250,0,-148.62588073120116+/-0
orbformer_finetune_tm_128k,CN2H2,250,1,-148.64331373596193+/-0
orbformer_finetune_tm_128k,CN2H2,250,2,-148.68362633895873+/-0
orbformer_finetune_tm_128k,CN2H2,250,3,-148.643234135437+/-0
orbformer_finetune_tm_128k,CN2H2,250,4,-148.66091993858078+/-0
orbformer_finetune_tm_128k,CN2H2,250,5,-148.6239500009058+/-0
orbformer_finetune_tm_128k,CN2H2,250,6,-148.64152458111187+/-0
orbformer_finetune_tm_128k,CN2H2,250,7,-148.67552333991821+/-0
orbformer_finetune_tm_128k,CN2H2,250,8,-148.60847302643162+/-0
orbformer_finetune_tm_128k,CN2H2,250,9,-148.66810694202314+/-0
orbformer_finetune_tm_128k,CN2H2,1000,0,-148.65448076934814+/-0
orbformer_finetune_tm_128k,CN2H2,1000,1,-148.668147190094+/-0
orbformer_finetune_tm_128k,CN2H2,1000,2,-148.7075319999695+/-0
orbformer_finetune_tm_128k,CN2H2,1000,3,-148.66473924484254+/-0
orbformer_finetune_tm_128k,CN2H2,1000,4,-148.68354529558144+/-0
orbformer_finetune_tm_128k,CN2H2,1000,5,-148.6451712478202+/-0
orbformer_finetune_tm_128k,CN2H2,1000,6,-148.67201334386178+/-0
orbformer_finetune_tm_128k,CN2H2,1000,7,-148.70560114462023+/-0
orbformer_finetune_tm_128k,CN2H2,1000,8,-148.6310894181459+/-0
orbformer_finetune_tm_128k,CN2H2,1000,9,-148.6914589858339+/-0
orbformer_finetune_tm_128k,CN2H2,4000,0,-148.65501572647094+/-0
orbformer_finetune_tm_128k,CN2H2,4000,1,-148.67151753845215+/-0
orbformer_finetune_tm_128k,CN2H2,4000,2,-148.71096285705568+/-0
orbformer_finetune_tm_128k,CN2H2,4000,3,-148.67380538635254+/-0
orbformer_finetune_tm_128k,CN2H2,4000,4,-148.69068758690008+/-0
orbformer_finetune_tm_128k,CN2H2,4000,5,-148.6520900683401+/-0
orbformer_finetune_tm_128k,CN2H2,4000,6,-148.67856787385878+/-0
orbformer_finetune_tm_128k,CN2H2,4000,7,-148.70686832757775+/-0
orbformer_finetune_tm_128k,CN2H2,4000,8,-148.63983672918684+/-0
orbformer_finetune_tm_128k,CN2H2,4000,9,-148.69825857097428+/-0
orbformer_finetune_tm_128k,CN2H2,8000,0,-148.66340027661857+/-0
orbformer_finetune_tm_128k,CN2H2,8000,1,-148.67665921173096+/-0
orbformer_finetune_tm_128k,CN2H2,8000,2,-148.71478975982666+/-0
orbformer_finetune_tm_128k,CN2H2,8000,3,-148.67574365768434+/-0
orbformer_finetune_tm_128k,CN2H2,8000,4,-148.69413912513863+/-0
orbformer_finetune_tm_128k,CN2H2,8000,5,-148.65380504208926+/-0
orbformer_finetune_tm_128k,CN2H2,8000,6,-148.67971253863595+/-0
orbformer_finetune_tm_128k,CN2H2,8000,7,-148.71271533149775+/-0
orbformer_finetune_tm_128k,CN2H2,8000,8,-148.63684538390973+/-0
orbformer_finetune_tm_128k,CN2H2,8000,9,-148.6958988150402+/-0
orbformer_finetune_tm_128k,CN2H2,16000,0,-148.66979274368285+/-0
orbformer_finetune_tm_128k,CN2H2,16000,1,-148.6819701812744+/-0
orbformer_finetune_tm_128k,CN2H2,16000,2,-148.72071424789428+/-0
orbformer_finetune_tm_128k,CN2H2,16000,3,-148.68437039108275+/-0
orbformer_finetune_tm_128k,CN2H2,16000,4,-148.70041636140212+/-0
orbformer_finetune_tm_128k,CN2H2,16000,5,-148.66083888071967+/-0
orbformer_finetune_tm_128k,CN2H2,16000,6,-148.68565571222896+/-0
orbformer_finetune_tm_128k,CN2H2,16000,7,-148.7173410359666+/-0
orbformer_finetune_tm_128k,CN2H2,16000,8,-148.64824096926904+/-0
orbformer_finetune_tm_128k,CN2H2,16000,9,-148.70382978544436+/-0
orbformer_finetune_tm_128k,CN2H2,32000,0,-148.67402021713258+/-0
orbformer_finetune_tm_128k,CN2H2,32000,1,-148.6856151237488+/-0
orbformer_finetune_tm_128k,CN2H2,32000,2,-148.72436174621583+/-0
orbformer_finetune_tm_128k,CN2H2,32000,3,-148.6902728843689+/-0
orbformer_finetune_tm_128k,CN2H2,32000,4,-148.70452804866807+/-0
orbformer_finetune_tm_128k,CN2H2,32000,5,-148.665039914746+/-0
orbformer_finetune_tm_128k,CN2H2,32000,6,-148.69115961367527+/-0
orbformer_finetune_tm_128k,CN2H2,32000,7,-148.72269331468894+/-0
orbformer_finetune_tm_128k,CN2H2,32000,8,-148.65303317746324+/-0
orbformer_finetune_tm_128k,CN2H2,32000,9,-148.71013963273768+/-0
orbformer_finetune_tm_128k,CNH,0,0,-93.40114112586976+/-0
orbformer_finetune_tm_128k,CNH,0,1,-93.39298795089722+/-0
orbformer_finetune_tm_128k,CNH,0,2,-93.39724784049987+/-0
orbformer_finetune_tm_128k,CNH,0,3,-93.4209759590149+/-0
orbformer_finetune_tm_128k,CNH,0,4,-93.28685932892836+/-0
orbformer_finetune_tm_128k,CNH,0,5,-93.33618771163778+/-0
orbformer_finetune_tm_128k,CNH,0,6,-93.40999268972848+/-0
orbformer_finetune_tm_128k,CNH,0,7,-93.3980024036297+/-0
orbformer_finetune_tm_128k,CNH,0,8,-93.41248334237416+/-0
orbformer_finetune_tm_128k,CNH,0,9,-93.40991167178547+/-0
orbformer_finetune_tm_128k,CNH,250,0,-93.39629747009278+/-0
orbformer_finetune_tm_128k,CNH,250,1,-93.38710844192505+/-0
orbformer_finetune_tm_128k,CNH,250,2,-93.3917987838745+/-0
orbformer_finetune_tm_128k,CNH,250,3,-93.41751589660645+/-0
orbformer_finetune_tm_128k,CNH,250,4,-93.28461999195541+/-0
orbformer_finetune_tm_128k,CNH,250,5,-93.33714589667777+/-0
orbformer_finetune_tm_128k,CNH,250,6,-93.40665487597195+/-0
orbformer_finetune_tm_128k,CNH,250,7,-93.39781361664824+/-0
orbformer_finetune_tm_128k,CNH,250,8,-93.41013799866315+/-0
orbformer_finetune_tm_128k,CNH,250,9,-93.40712630261135+/-0
orbformer_finetune_tm_128k,CNH,1000,0,-93.40216135482788+/-0
orbformer_finetune_tm_128k,CNH,1000,1,-93.3942327507019+/-0
orbformer_finetune_tm_128k,CNH,1000,2,-93.39755484809875+/-0
orbformer_finetune_tm_128k,CNH,1000,3,-93.42015202560425+/-0
orbformer_finetune_tm_128k,CNH,1000,4,-93.28870107140611+/-0
orbformer_finetune_tm_128k,CNH,1000,5,-93.33895926287403+/-0
orbformer_finetune_tm_128k,CNH,1000,6,-93.41150902073302+/-0
orbformer_finetune_tm_128k,CNH,1000,7,-93.39943651540487+/-0
orbformer_finetune_tm_128k,CNH,1000,8,-93.41363169748982+/-0
orbformer_finetune_tm_128k,CNH,1000,9,-93.41112408054771+/-0
orbformer_finetune_tm_128k,CNH,4000,0,-93.4045459980011+/-0
orbformer_finetune_tm_128k,CNH,4000,1,-93.3955634967804+/-0
orbformer_finetune_tm_128k,CNH,4000,2,-93.39973749923706+/-0
orbformer_finetune_tm_128k,CNH,4000,3,-93.42347071838378+/-0
orbformer_finetune_tm_128k,CNH,4000,4,-93.29282309833876+/-0
orbformer_finetune_tm_128k,CNH,4000,5,-93.34175421844823+/-0
orbformer_finetune_tm_128k,CNH,4000,6,-93.41384122199885+/-0
orbformer_finetune_tm_128k,CNH,4000,7,-93.40266307329344+/-0
orbformer_finetune_tm_128k,CNH,4000,8,-93.4156981650466+/-0
orbformer_finetune_tm_128k,CNH,4000,9,-93.41283846669273+/-0
orbformer_finetune_tm_128k,CNH,8000,0,-93.40441338348388+/-0
orbformer_finetune_tm_128k,CNH,8000,1,-93.39620519752502+/-0
orbformer_finetune_tm_128k,CNH,8000,2,-93.40055316352844+/-0
orbformer_finetune_tm_128k,CNH,8000,3,-93.4242681312561+/-0
orbformer_finetune_tm_128k,CNH,8000,4,-93.29319311195663+/-0
orbformer_finetune_tm_128k,CNH,8000,5,-93.34220373929158+/-0
orbformer_finetune_tm_128k,CNH,8000,6,-93.41403898083394+/-0
orbformer_finetune_tm_128k,CNH,8000,7,-93.40372377848934+/-0
orbformer_finetune_tm_128k,CNH,8000,8,-93.41633204496291+/-0
orbformer_finetune_tm_128k,CNH,8000,9,-93.41390733120859+/-0
orbformer_finetune_tm_128k,CNH,16000,0,-93.40550570220947+/-0
orbformer_finetune_tm_128k,CNH,16000,1,-93.39742925872802+/-0
orbformer_finetune_tm_128k,CNH,16000,2,-93.40204635925294+/-0
orbformer_finetune_tm_128k,CNH,16000,3,-93.42526349067688+/-0
orbformer_finetune_tm_128k,CNH,16000,4,-93.29530421948039+/-0
orbformer_finetune_tm_128k,CNH,16000,5,-93.34399998655938+/-0
orbformer_finetune_tm_128k,CNH,16000,6,-93.41540563699633+/-0
orbformer_finetune_tm_128k,CNH,16000,7,-93.40476386345257+/-0
orbformer_finetune_tm_128k,CNH,16000,8,-93.41773572651455+/-0
orbformer_finetune_tm_128k,CNH,16000,9,-93.41497585198583+/-0
orbformer_finetune_tm_128k,CNH,32000,0,-93.40616792068481+/-0
orbformer_finetune_tm_128k,CNH,32000,1,-93.398368624115+/-0
orbformer_finetune_tm_128k,CNH,32000,2,-93.40304971809387+/-0
orbformer_finetune_tm_128k,CNH,32000,3,-93.4259247455597+/-0
orbformer_finetune_tm_128k,CNH,32000,4,-93.29604193756441+/-0
orbformer_finetune_tm_128k,CNH,32000,5,-93.34505670176392+/-0
orbformer_finetune_tm_128k,CNH,32000,6,-93.41580075410326+/-0
orbformer_finetune_tm_128k,CNH,32000,7,-93.40611385542117+/-0
orbformer_finetune_tm_128k,CNH,32000,8,-93.41837361302659+/-0
orbformer_finetune_tm_128k,CNH,32000,9,-93.41578254505139+/-0
orbformer_finetune_tm_128k,CNOH,0,0,-167.19520014969538+/-0
orbformer_finetune_tm_128k,CNOH,0,1,-167.05914100155954+/-0
orbformer_finetune_tm_128k,CNOH,0,2,-167.91737872261712+/-0
orbformer_finetune_tm_128k,CNOH,0,3,-167.60592695395215+/-0
orbformer_finetune_tm_128k,CNOH,0,4,-167.42692212005275+/-0
orbformer_finetune_tm_128k,CNOH,0,5,-167.5319445139871+/-0
orbformer_finetune_tm_128k,CNOH,0,6,-167.649855127414+/-0
orbformer_finetune_tm_128k,CNOH,0,7,-167.64620294580428+/-0
orbformer_finetune_tm_128k,CNOH,0,8,-167.2466396035218+/-0
orbformer_finetune_tm_128k,CNOH,0,9,-167.8044899115081+/-0
orbformer_finetune_tm_128k,CNOH,250,0,-168.58190975799562+/-0
orbformer_finetune_tm_128k,CNOH,250,1,-168.56904694913257+/-0
orbformer_finetune_tm_128k,CNOH,250,2,-168.60863483810425+/-0
orbformer_finetune_tm_128k,CNOH,250,3,-168.5302594482422+/-0
orbformer_finetune_tm_128k,CNOH,250,4,-168.56721181701175+/-0
orbformer_finetune_tm_128k,CNOH,250,5,-168.583418392111+/-0
orbformer_finetune_tm_128k,CNOH,250,6,-168.5962242380171+/-0
orbformer_finetune_tm_128k,CNOH,250,7,-168.58796687698154+/-0
orbformer_finetune_tm_128k,CNOH,250,8,-168.54072515145197+/-0
orbformer_finetune_tm_128k,CNOH,250,9,-168.60525760293925+/-0
orbformer_finetune_tm_128k,CNOH,1000,0,-168.61129373798184+/-0
orbformer_finetune_tm_128k,CNOH,1000,1,-168.59545491714476+/-0
orbformer_finetune_tm_128k,CNOH,1000,2,-168.63486795043946+/-0
orbformer_finetune_tm_128k,CNOH,1000,3,-168.55654419555665+/-0
orbformer_finetune_tm_128k,CNOH,1000,4,-168.59067852989818+/-0
orbformer_finetune_tm_128k,CNOH,1000,5,-168.60600839337621+/-0
orbformer_finetune_tm_128k,CNOH,1000,6,-168.62187281193283+/-0
orbformer_finetune_tm_128k,CNOH,1000,7,-168.6112623845609+/-0
orbformer_finetune_tm_128k,CNOH,1000,8,-168.5694299120464+/-0
orbformer_finetune_tm_128k,CNOH,1000,9,-168.6271692537906+/-0
orbformer_finetune_tm_128k,CNOH,4000,0,-168.61421000976563+/-0
orbformer_finetune_tm_128k,CNOH,4000,1,-168.60146630859376+/-0
orbformer_finetune_tm_128k,CNOH,4000,2,-168.641663687122+/-0
orbformer_finetune_tm_128k,CNOH,4000,3,-168.56554238586426+/-0
orbformer_finetune_tm_128k,CNOH,4000,4,-168.5983694318688+/-0
orbformer_finetune_tm_128k,CNOH,4000,5,-168.60995193619544+/-0
orbformer_finetune_tm_128k,CNOH,4000,6,-168.62225981598635+/-0
orbformer_finetune_tm_128k,CNOH,4000,7,-168.61847568773092+/-0
orbformer_finetune_tm_128k,CNOH,4000,8,-168.57724015428275+/-0
orbformer_finetune_tm_128k,CNOH,4000,9,-168.63224470411518+/-0
orbformer_finetune_tm_128k,CNOH,8000,0,-168.61784884109497+/-0
orbformer_finetune_tm_128k,CNOH,8000,1,-168.60545469207764+/-0
orbformer_finetune_tm_128k,CNOH,8000,2,-168.6461652442932+/-0
orbformer_finetune_tm_128k,CNOH,8000,3,-168.5702794456482+/-0
orbformer_finetune_tm_128k,CNOH,8000,4,-168.60180136310893+/-0
orbformer_finetune_tm_128k,CNOH,8000,5,-168.61381542435277+/-0
orbformer_finetune_tm_128k,CNOH,8000,6,-168.6248964128199+/-0
orbformer_finetune_tm_128k,CNOH,8000,7,-168.62568031966052+/-0
orbformer_finetune_tm_128k,CNOH,8000,8,-168.58004434781856+/-0
orbformer_finetune_tm_128k,CNOH,8000,9,-168.63395783090272+/-0
orbformer_finetune_tm_128k,CNOH,16000,0,-168.62011067352296+/-0
orbformer_finetune_tm_128k,CNOH,16000,1,-168.60809354476928+/-0
orbformer_finetune_tm_128k,CNOH,16000,2,-168.64555648422242+/-0
orbformer_finetune_tm_128k,CNOH,16000,3,-168.5669190284729+/-0
orbformer_finetune_tm_128k,CNOH,16000,4,-168.59914067251825+/-0
orbformer_finetune_tm_128k,CNOH,16000,5,-168.61863824544986+/-0
orbformer_finetune_tm_128k,CNOH,16000,6,-168.6289330144913+/-0
orbformer_finetune_tm_128k,CNOH,16000,7,-168.62662523384958+/-0
orbformer_finetune_tm_128k,CNOH,16000,8,-168.5830567378332+/-0
orbformer_finetune_tm_128k,CNOH,16000,9,-168.6391287924874+/-0
orbformer_finetune_tm_128k,CNOH,32000,0,-168.62765289382935+/-0
orbformer_finetune_tm_128k,CNOH,32000,1,-168.61402781600952+/-0
orbformer_finetune_tm_128k,CNOH,32000,2,-168.65551613693236+/-0
orbformer_finetune_tm_128k,CNOH,32000,3,-168.58244202041627+/-0
orbformer_finetune_tm_128k,CNOH,32000,4,-168.61503828365247+/-0
orbformer_finetune_tm_128k,CNOH,32000,5,-168.62525819009457+/-0
orbformer_finetune_tm_128k,CNOH,32000,6,-168.63613147850995+/-0
orbformer_finetune_tm_128k,CNOH,32000,7,-168.6347849084959+/-0
orbformer_finetune_tm_128k,CNOH,32000,8,-168.59190931300162+/-0
orbformer_finetune_tm_128k,CNOH,32000,9,-168.64590945178503+/-0
orbformer_finetune_tm_128k,CO2,0,0,-187.61580781153077+/-0
orbformer_finetune_tm_128k,CO2,0,1,-187.26835042449093+/-0
orbformer_finetune_tm_128k,CO2,0,2,-186.9036006584913+/-0
orbformer_finetune_tm_128k,CO2,0,3,-187.52091773611124+/-0
orbformer_finetune_tm_128k,CO2,0,4,-187.01182244746732+/-0
orbformer_finetune_tm_128k,CO2,0,5,-186.76294986260203+/-0
orbformer_finetune_tm_128k,CO2,0,6,-187.22151514506547+/-0
orbformer_finetune_tm_128k,CO2,0,7,-187.46824177615406+/-0
orbformer_finetune_tm_128k,CO2,0,8,-187.52174445520424+/-0
orbformer_finetune_tm_128k,CO2,0,9,-187.40539873087758+/-0
orbformer_finetune_tm_128k,CO2,250,0,-188.4883025604248+/-0
orbformer_finetune_tm_128k,CO2,250,1,-188.27984858779908+/-0
orbformer_finetune_tm_128k,CO2,250,2,-188.232701792768+/-0
orbformer_finetune_tm_128k,CO2,250,3,-188.39142459411622+/-0
orbformer_finetune_tm_128k,CO2,250,4,-188.38804515480166+/-0
orbformer_finetune_tm_128k,CO2,250,5,-188.3784810494492+/-0
orbformer_finetune_tm_128k,CO2,250,6,-188.4415096838216+/-0
orbformer_finetune_tm_128k,CO2,250,7,-188.37491756637394+/-0
orbformer_finetune_tm_128k,CO2,250,8,-188.3697801791569+/-0
orbformer_finetune_tm_128k,CO2,250,9,-188.38966091509664+/-0
orbformer_finetune_tm_128k,CO2,1000,0,-188.49954149398803+/-0
orbformer_finetune_tm_128k,CO2,1000,1,-188.30477722854613+/-0
orbformer_finetune_tm_128k,CO2,1000,2,-188.24462298049926+/-0
orbformer_finetune_tm_128k,CO2,1000,3,-188.3993705886841+/-0
orbformer_finetune_tm_128k,CO2,1000,4,-188.40607515599706+/-0
orbformer_finetune_tm_128k,CO2,1000,5,-188.38626959042654+/-0
orbformer_finetune_tm_128k,CO2,1000,6,-188.456257712025+/-0
orbformer_finetune_tm_128k,CO2,1000,7,-188.39927010998989+/-0
orbformer_finetune_tm_128k,CO2,1000,8,-188.395344889561+/-0
orbformer_finetune_tm_128k,CO2,1000,9,-188.39876182464647+/-0
orbformer_finetune_tm_128k,CO2,4000,0,-188.51017502746583+/-0
orbformer_finetune_tm_128k,CO2,4000,1,-188.32780340270997+/-0
orbformer_finetune_tm_128k,CO2,4000,2,-188.2763213684082+/-0
orbformer_finetune_tm_128k,CO2,4000,3,-188.4150634010315+/-0
orbformer_finetune_tm_128k,CO2,4000,4,-188.42423077956266+/-0
orbformer_finetune_tm_128k,CO2,4000,5,-188.41017742568036+/-0
orbformer_finetune_tm_128k,CO2,4000,6,-188.46612750711998+/-0
orbformer_finetune_tm_128k,CO2,4000,7,-188.41098546168763+/-0
orbformer_finetune_tm_128k,CO2,4000,8,-188.40675473873682+/-0
orbformer_finetune_tm_128k,CO2,4000,9,-188.41286455305686+/-0
orbformer_finetune_tm_128k,CO2,8000,0,-188.51367268981934+/-0
orbformer_finetune_tm_128k,CO2,8000,1,-188.3276330657959+/-0
orbformer_finetune_tm_128k,CO2,8000,2,-188.28311579742433+/-0
orbformer_finetune_tm_128k,CO2,8000,3,-188.4142814277649+/-0
orbformer_finetune_tm_128k,CO2,8000,4,-188.42568913342518+/-0
orbformer_finetune_tm_128k,CO2,8000,5,-188.411974376795+/-0
orbformer_finetune_tm_128k,CO2,8000,6,-188.47477530126505+/-0
orbformer_finetune_tm_128k,CO2,8000,7,-188.41034581636308+/-0
orbformer_finetune_tm_128k,CO2,8000,8,-188.4069351431298+/-0
orbformer_finetune_tm_128k,CO2,8000,9,-188.41946867772154+/-0
orbformer_finetune_tm_128k,CO2,16000,0,-188.5221680809021+/-0
orbformer_finetune_tm_128k,CO2,16000,1,-188.33678481903075+/-0
orbformer_finetune_tm_128k,CO2,16000,2,-188.28790791549682+/-0
orbformer_finetune_tm_128k,CO2,16000,3,-188.42457740402222+/-0
orbformer_finetune_tm_128k,CO2,16000,4,-188.4334689779838+/-0
orbformer_finetune_tm_128k,CO2,16000,5,-188.42093220765165+/-0
orbformer_finetune_tm_128k,CO2,16000,6,-188.47985755000641+/-0
orbformer_finetune_tm_128k,CO2,16000,7,-188.4205357484671+/-0
orbformer_finetune_tm_128k,CO2,16000,8,-188.41583335655955+/-0
orbformer_finetune_tm_128k,CO2,16000,9,-188.42735033314733+/-0
orbformer_finetune_tm_128k,CO2,32000,0,-188.52563409347533+/-0
orbformer_finetune_tm_128k,CO2,32000,1,-188.34508436737062+/-0
orbformer_finetune_tm_128k,CO2,32000,2,-188.29611741104125+/-0
orbformer_finetune_tm_128k,CO2,32000,3,-188.42932778701783+/-0
orbformer_finetune_tm_128k,CO2,32000,4,-188.43928831191926+/-0
orbformer_finetune_tm_128k,CO2,32000,5,-188.42432983694474+/-0
orbformer_finetune_tm_128k,CO2,32000,6,-188.48673544974855+/-0
orbformer_finetune_tm_128k,CO2,32000,7,-188.42566210952148+/-0
orbformer_finetune_tm_128k,CO2,32000,8,-188.41944271102525+/-0
orbformer_finetune_tm_128k,CO2,32000,9,-188.432197241178+/-0
orbformer_finetune_tm_128k,COH2,0,0,-114.43429890518189+/-0
orbformer_finetune_tm_128k,COH2,0,1,-114.44688912773132+/-0
orbformer_finetune_tm_128k,COH2,0,2,-114.48271951751708+/-0
orbformer_finetune_tm_128k,COH2,0,3,-114.45369248085022+/-0
orbformer_finetune_tm_128k,COH2,0,4,-114.45775330987618+/-0
orbformer_finetune_tm_128k,COH2,0,5,-114.17836374339774+/-0
orbformer_finetune_tm_128k,COH2,0,6,-114.43664995902382+/-0
orbformer_finetune_tm_128k,COH2,0,7,-114.46812208125971+/-0
orbformer_finetune_tm_128k,COH2,0,8,-114.45836420762133+/-0
orbformer_finetune_tm_128k,COH2,0,9,-114.39200580214272+/-0
orbformer_finetune_tm_128k,COH2,250,0,-114.44682219734192+/-0
orbformer_finetune_tm_128k,COH2,250,1,-114.46651728057861+/-0
orbformer_finetune_tm_128k,COH2,250,2,-114.48099463424683+/-0
orbformer_finetune_tm_128k,COH2,250,3,-114.46604155693055+/-0
orbformer_finetune_tm_128k,COH2,250,4,-114.47734460239857+/-0
orbformer_finetune_tm_128k,COH2,250,5,-114.41693398680555+/-0
orbformer_finetune_tm_128k,COH2,250,6,-114.44726344898788+/-0
orbformer_finetune_tm_128k,COH2,250,7,-114.4765489251025+/-0
orbformer_finetune_tm_128k,COH2,250,8,-114.47325058738784+/-0
orbformer_finetune_tm_128k,COH2,250,9,-114.46164858685857+/-0
orbformer_finetune_tm_128k,COH2,1000,0,-114.44727137565613+/-0
orbformer_finetune_tm_128k,COH2,1000,1,-114.46898769721984+/-0
orbformer_finetune_tm_128k,COH2,1000,2,-114.48553039703368+/-0
orbformer_finetune_tm_128k,COH2,1000,3,-114.46390743713378+/-0
orbformer_finetune_tm_128k,COH2,1000,4,-114.48063972488785+/-0
orbformer_finetune_tm_128k,COH2,1000,5,-114.41835588903163+/-0
orbformer_finetune_tm_128k,COH2,1000,6,-114.44674229408491+/-0
orbformer_finetune_tm_128k,COH2,1000,7,-114.47982452986174+/-0
orbformer_finetune_tm_128k,COH2,1000,8,-114.47294117038352+/-0
orbformer_finetune_tm_128k,COH2,1000,9,-114.46691321391965+/-0
orbformer_finetune_tm_128k,COH2,4000,0,-114.44722739105225+/-0
orbformer_finetune_tm_128k,COH2,4000,1,-114.46907079429627+/-0
orbformer_finetune_tm_128k,COH2,4000,2,-114.48402102890014+/-0
orbformer_finetune_tm_128k,COH2,4000,3,-114.46653927841187+/-0
orbformer_finetune_tm_128k,COH2,4000,4,-114.48216770083805+/-0
orbformer_finetune_tm_128k,COH2,4000,5,-114.41935137375765+/-0
orbformer_finetune_tm_128k,COH2,4000,6,-114.44823132575085+/-0
orbformer_finetune_tm_128k,COH2,4000,7,-114.47858009317397+/-0
orbformer_finetune_tm_128k,COH2,4000,8,-114.47366948990431+/-0
orbformer_finetune_tm_128k,COH2,4000,9,-114.46542070207387+/-0
orbformer_finetune_tm_128k,COH2,8000,0,-114.45205462379455+/-0
orbformer_finetune_tm_128k,COH2,8000,1,-114.47297769393921+/-0
orbformer_finetune_tm_128k,COH2,8000,2,-114.48866303291321+/-0
orbformer_finetune_tm_128k,COH2,8000,3,-114.46958953018188+/-0
orbformer_finetune_tm_128k,COH2,8000,4,-114.48584444793833+/-0
